PHASE,WEIGHT,ALT.,MACH,CAS,TAS,WIND,SR,RATE,GRDT,ALPH,WFE,N1,EGT,CL,CD,FN,DRAG,PCFN,TIME,FUEL,DIST,theta, theta2,CN1
CRZ,105000,10000,0.506,280,322.8,,0.07134,,,1.27,4524,59.246,593,,,,,32.2,,,,0.931285789,0.978974326,59.87884063
CRZ,120000,12000,0.488,260,309.1,,0.07488,,,2.17,4127,58.74,582,,,,,31.1,,,,0.917542946,0.961244416,59.91244278
CRZ,135000,11000,0.479,260,304.5,,0.07097,,,2.63,4291,58.916,586,,,,,32.1,,,,0.924414368,0.966834079,59.91799584
CRZ,110000,14000,0.487,250,306.5,,0.08079,,,2.15,3794,58.329,574,,,,,29.8,,,,0.903800104,0.946670777,59.94942822
CRZ,160000,10000,0.452,250,288.7,,0.06505,,,3.82,4438,59.026,588,,,,,33.4,,,,0.931285789,0.969338871,59.95225724
CRZ,115000,11000,0.497,270,316,,0.07309,,,1.76,4324,59.05,587,,,,,31.7,,,,0.924414368,0.970082101,59.95365385
CRZ,105000,13000,0.497,260,313.7,,0.07884,,,1.72,3979,58.659,579,,,,,30.4,,,,0.910671525,0.955660338,60.00436911
CRZ,125000,13000,0.478,250,301.9,,0.07635,,,2.65,3954,58.572,577,,,,,30.8,,,,0.910671525,0.9522863,60.02142272
CRZ,150000,10000,0.47,260,300.1,,0.06706,,,3.09,4475,59.193,590,,,,,33.2,,,,0.931285789,0.972429995,60.02624523
CRZ,150000,11000,0.461,250,293,,0.06843,,,3.48,4282,58.951,585,,,,,32.6,,,,0.924414368,0.963705861,60.05081784
CRZ,110000,10000,0.506,280,322.8,,0.07097,,,1.39,4548,59.449,593,,,,,32.5,,,,0.931285789,0.978974326,60.08400899
CRZ,135000,10000,0.488,270,311.4,,0.069,,,2.32,4514,59.387,591,,,,,33,,,,0.931285789,0.975641813,60.12376721
CRZ,100000,12000,0.506,270,320.7,,0.07643,,,1.34,4196,59.103,585,,,,,31.2,,,,0.917542946,0.964527752,60.17999701
CRZ,140000,12000,0.469,250,297.4,,0.0719,,,3.14,4137,58.931,582,,,,,32,,,,0.917542946,0.957907679,60.2118517
CRZ,120000,11000,0.497,270,316,,0.07256,,,1.9,4355,59.323,587,,,,,32.2,,,,0.924414368,0.970082101,60.23083163
CRZ,125000,12000,0.488,260,309.1,,0.07421,,,2.32,4165,59.067,583,,,,,31.7,,,,0.917542946,0.961244416,60.24596966
CRZ,140000,11000,0.479,260,304.5,,0.0702,,,2.78,4338,59.274,587,,,,,32.7,,,,0.924414368,0.966834079,60.28208442
CRZ,110000,13000,0.497,260,313.7,,0.07821,,,1.87,4011,58.951,579,,,,,30.9,,,,0.910671525,0.955660338,60.30306626
CRZ,115000,10000,0.506,280,322.8,,0.07046,,,1.52,4581,59.667,594,,,,,32.9,,,,0.931285789,0.978974326,60.30433757
CRZ,100000,15000,0.497,250,311.1,,0.08455,,,1.82,3680,58.506,571,,,,,29.5,,,,0.896928683,0.941238574,60.30461486
CRZ,115000,14000,0.487,250,306.5,,0.08,,,2.32,3831,58.677,575,,,,,30.4,,,,0.903800104,0.946670777,60.30709595
CRZ,105000,12000,0.506,270,320.7,,0.07584,,,1.48,4229,59.327,587,,,,,31.6,,,,0.917542946,0.964527752,60.40807883
CRZ,130000,13000,0.478,250,301.9,,0.07541,,,2.81,4004,58.957,579,,,,,31.4,,,,0.910671525,0.9522863,60.41594993
CRZ,155000,10000,0.47,260,300.1,,0.06617,,,3.24,4535,59.583,592,,,,,33.9,,,,0.931285789,0.972429995,60.42173516
CRZ,140000,10000,0.488,270,311.4,,0.06825,,,2.46,4563,59.692,593,,,,,33.6,,,,0.931285789,0.975641813,60.43255111
CRZ,165000,10000,0.452,250,288.7,,0.0639,,,3.98,4518,59.526,592,,,,,34.3,,,,0.931285789,0.969338871,60.46010342
CRZ,155000,11000,0.461,250,293,,0.06735,,,3.64,4350,59.398,588,,,,,33.4,,,,0.924414368,0.963705861,60.50615728
CRZ,125000,11000,0.497,270,316,,0.0718,,,2.04,4402,59.602,590,,,,,32.7,,,,0.924414368,0.970082101,60.51410122
CRZ,120000,10000,0.506,280,322.8,,0.06987,,,1.65,4620,59.902,596,,,,,33.4,,,,0.931285789,0.978974326,60.54184774
CRZ,130000,12000,0.488,260,309.1,,0.07329,,,2.47,4217,59.395,585,,,,,32.3,,,,0.917542946,0.961244416,60.5805165
CRZ,115000,13000,0.497,260,313.7,,0.07732,,,2.02,4057,59.249,582,,,,,31.4,,,,0.910671525,0.955660338,60.60790101
CRZ,105000,15000,0.497,250,311.1,,0.08352,,,1.99,3725,58.823,573,,,,,30.1,,,,0.896928683,0.941238574,60.6313602
CRZ,145000,12000,0.469,250,297.4,,0.07079,,,3.31,4201,59.353,585,,,,,32.7,,,,0.917542946,0.957907679,60.64302377
CRZ,145000,11000,0.479,260,304.5,,0.06924,,,2.93,4398,59.637,590,,,,,33.3,,,,0.924414368,0.966834079,60.65125803
CRZ,100000,11000,0.515,280,327.5,,0.07313,,,1.14,4479,59.849,595,,,,,32.6,,,,0.924414368,0.973449928,60.65967648
CRZ,110000,12000,0.506,270,320.7,,0.07517,,,1.62,4267,59.575,588,,,,,32.1,,,,0.917542946,0.964527752,60.66059797
CRZ,120000,14000,0.487,250,306.5,,0.07893,,,2.48,3883,59.031,577,,,,,31,,,,0.903800104,0.946670777,60.67093037
CRZ,100000,14000,0.506,260,318.4,,0.0811,,,1.57,3926,59.178,580,,,,,30.7,,,,0.903800104,0.950081177,60.71275304
CRZ,145000,10000,0.488,270,311.4,,0.06745,,,2.6,4617,60.007,595,,,,,34.1,,,,0.931285789,0.975641813,60.75145906
CRZ,125000,10000,0.506,280,322.8,,0.06924,,,1.78,4662,60.157,598,,,,,33.9,,,,0.931285789,0.978974326,60.79957154
CRZ,130000,11000,0.497,270,316,,0.07102,,,2.17,4450,59.89,592,,,,,33.3,,,,0.924414368,0.970082101,60.80650854
CRZ,135000,13000,0.478,250,301.9,,0.07429,,,2.97,4064,59.352,583,,,,,32.1,,,,0.910671525,0.9522863,60.8207246
CRZ,160000,10000,0.47,260,300.1,,0.06519,,,3.39,4603,59.981,595,,,,,34.6,,,,0.931285789,0.972429995,60.82533771
CRZ,105000,11000,0.515,280,327.5,,0.07272,,,1.26,4504,60.021,596,,,,,32.9,,,,0.924414368,0.973449928,60.83400628
CRZ,120000,13000,0.497,260,313.7,,0.07643,,,2.17,4105,59.558,584,,,,,31.9,,,,0.910671525,0.955660338,60.92398806
CRZ,135000,12000,0.488,260,309.1,,0.07236,,,2.62,4271,59.738,588,,,,,32.9,,,,0.917542946,0.961244416,60.93036273
CRZ,115000,12000,0.506,270,320.7,,0.07445,,,1.75,4308,59.845,590,,,,,32.5,,,,0.917542946,0.964527752,60.93551802
CRZ,110000,15000,0.497,250,311.1,,0.08248,,,2.15,3772,59.153,576,,,,,30.6,,,,0.896928683,0.941238574,60.97150519
CRZ,160000,11000,0.461,250,293,,0.0662,,,3.81,4426,59.863,592,,,,,34.2,,,,0.924414368,0.963705861,60.97983254
CRZ,105000,14000,0.506,260,318.4,,0.08029,,,1.71,3966,59.46,582,,,,,31.2,,,,0.903800104,0.950081177,61.00206658
CRZ,170000,10000,0.452,250,288.7,,0.06266,,,4.14,4608,60.062,596,,,,,35.2,,,,0.931285789,0.969338871,61.00451453
CRZ,150000,11000,0.479,260,304.5,,0.06828,,,3.08,4460,60.016,593,,,,,34,,,,0.924414368,0.966834079,61.03670376
CRZ,110000,11000,0.515,280,327.5,,0.07223,,,1.39,4534,60.227,597,,,,,33.3,,,,0.924414368,0.973449928,61.04279662
CRZ,125000,14000,0.487,250,306.5,,0.07784,,,2.64,3937,59.401,580,,,,,31.6,,,,0.903800104,0.946670777,61.05120927
CRZ,130000,10000,0.506,280,322.8,,0.0686,,,1.91,4705,60.418,600,,,,,34.4,,,,0.931285789,0.978974326,61.06335944
CRZ,150000,12000,0.469,250,297.4,,0.06966,,,3.47,4270,59.787,589,,,,,33.5,,,,0.917542946,0.957907679,61.08645666
CRZ,150000,10000,0.488,270,311.4,,0.06662,,,2.73,4674,60.341,598,,,,,34.8,,,,0.931285789,0.975641813,61.08960273
CRZ,135000,11000,0.497,270,316,,0.07021,,,2.31,4501,60.2,594,,,,,33.8,,,,0.924414368,0.970082101,61.12125253
CRZ,100000,10000,0.523,290,334.1,,0.07018,,,0.95,4760,60.591,603,,,,,34.1,,,,0.931285789,0.982232523,61.13655532
CRZ,100000,13000,0.516,270,325.5,,0.07777,,,1.34,4186,59.889,589,,,,,32,,,,0.910671525,0.959165877,61.15052663
CRZ,120000,12000,0.506,270,320.7,,0.07372,,,1.89,4351,60.125,592,,,,,33,,,,0.917542946,0.964527752,61.22062028
CRZ,140000,13000,0.478,250,301.9,,0.07316,,,3.14,4126,59.764,586,,,,,32.8,,,,0.910671525,0.9522863,61.24291995
CRZ,165000,10000,0.47,260,300.1,,0.06422,,,3.54,4673,60.393,599,,,,,35.4,,,,0.931285789,0.972429995,61.24313733
CRZ,125000,13000,0.497,260,313.7,,0.07548,,,2.32,4156,59.891,587,,,,,32.5,,,,0.910671525,0.955660338,61.26462556
CRZ,115000,11000,0.515,280,327.5,,0.07171,,,1.52,4567,60.452,598,,,,,33.7,,,,0.924414368,0.973449928,61.27084433
CRZ,140000,12000,0.488,260,309.1,,0.0714,,,2.77,4329,60.1,591,,,,,33.5,,,,0.917542946,0.961244416,61.29958821
CRZ,105000,10000,0.523,290,334.1,,0.06983,,,1.07,4784,60.76,604,,,,,34.4,,,,0.931285789,0.982232523,61.30707698
CRZ,110000,14000,0.506,260,318.4,,0.07945,,,1.86,4008,59.76,584,,,,,31.7,,,,0.903800104,0.950081177,61.30984694
CRZ,100000,16000,0.506,250,315.9,,0.08589,,,1.82,3678,59.318,575,,,,,30.3,,,,0.890057262,0.935634602,61.32440771
CRZ,135000,10000,0.506,280,322.8,,0.06796,,,2.04,4750,60.687,601,,,,,34.9,,,,0.931285789,0.978974326,61.33523278
CRZ,115000,15000,0.497,250,311.1,,0.08139,,,2.31,3823,59.509,578,,,,,31.2,,,,0.896928683,0.941238574,61.33844948
CRZ,105000,13000,0.516,270,325.5,,0.07719,,,1.48,4217,60.12,590,,,,,32.4,,,,0.910671525,0.959165877,61.38639251
CRZ,155000,11000,0.479,260,304.5,,0.06729,,,3.23,4526,60.414,596,,,,,34.7,,,,0.924414368,0.966834079,61.44147262
CRZ,155000,10000,0.488,270,311.4,,0.06578,,,2.87,4734,60.689,601,,,,,35.4,,,,0.931285789,0.975641813,61.44192009
CRZ,140000,11000,0.497,270,316,,0.0694,,,2.45,4554,60.517,597,,,,,34.4,,,,0.924414368,0.970082101,61.44310365
CRZ,130000,14000,0.487,250,306.5,,0.07671,,,2.8,3995,59.794,583,,,,,32.3,,,,0.903800104,0.946670777,61.45512714
CRZ,110000,10000,0.523,290,334.1,,0.0695,,,1.19,4807,60.922,605,,,,,34.7,,,,0.931285789,0.982232523,61.47053562
CRZ,165000,11000,0.461,250,293,,0.06499,,,3.97,4509,60.372,596,,,,,35.1,,,,0.924414368,0.963705861,61.49832869
CRZ,125000,12000,0.506,270,320.7,,0.07298,,,2.03,4395,60.413,594,,,,,33.6,,,,0.917542946,0.964527752,61.51386832
CRZ,120000,11000,0.515,280,327.5,,0.07115,,,1.65,4603,60.696,600,,,,,34.2,,,,0.924414368,0.973449928,61.5181494
CRZ,155000,12000,0.469,250,297.4,,0.0685,,,3.63,4341,60.244,592,,,,,34.3,,,,0.917542946,0.957907679,61.55338945
CRZ,175000,10000,0.452,250,288.7,,0.06137,,,4.31,4704,60.637,601,,,,,36.3,,,,0.931285789,0.969338871,61.58853764
CRZ,130000,13000,0.497,260,313.7,,0.07454,,,2.47,4209,60.232,589,,,,,33.1,,,,0.910671525,0.955660338,61.61344654
CRZ,140000,10000,0.506,280,322.8,,0.0673,,,2.16,4796,60.965,603,,,,,35.4,,,,0.931285789,0.978974326,61.61620226
CRZ,115000,14000,0.506,260,318.4,,0.07859,,,2.01,4052,60.068,586,,,,,32.2,,,,0.903800104,0.950081177,61.62583477
CRZ,100000,12000,0.525,280,332.3,,0.0747,,,1.13,4449,60.64,597,,,,,33.5,,,,0.917542946,0.968122501,61.63026506
CRZ,110000,13000,0.516,270,325.5,,0.07656,,,1.61,4252,60.377,592,,,,,32.9,,,,0.910671525,0.959165877,61.64880606
CRZ,115000,10000,0.523,290,334.1,,0.06913,,,1.31,4832,61.102,605,,,,,35.1,,,,0.931285789,0.982232523,61.65215632
CRZ,105000,16000,0.506,250,315.9,,0.0849,,,1.98,3721,59.647,577,,,,,30.9,,,,0.890057262,0.935634602,61.664536
CRZ,170000,10000,0.47,260,300.1,,0.06322,,,3.69,4746,60.827,602,,,,,36.2,,,,0.931285789,0.972429995,61.68324664
CRZ,145000,12000,0.488,260,309.1,,0.07042,,,2.92,4389,60.479,594,,,,,34.2,,,,0.917542946,0.961244416,61.686153
CRZ,145000,13000,0.478,250,301.9,,0.072,,,3.3,4193,60.202,589,,,,,33.6,,,,0.910671525,0.9522863,61.6917587
CRZ,120000,15000,0.497,250,311.1,,0.08029,,,2.47,3875,59.875,581,,,,,31.8,,,,0.896928683,0.941238574,61.7157012
CRZ,100000,15000,0.516,260,323.3,,0.0826,,,1.56,3914,59.987,583,,,,,31.5,,,,0.896928683,0.944691212,61.71805135
CRZ,145000,11000,0.497,270,316,,0.06858,,,2.59,4608,60.844,600,,,,,35,,,,0.924414368,0.970082101,61.77510779
CRZ,125000,11000,0.515,280,327.5,,0.07056,,,1.78,4642,60.959,601,,,,,34.7,,,,0.924414368,0.973449928,61.78471183
CRZ,160000,10000,0.488,270,311.4,,0.06493,,,3.01,4796,61.05,604,,,,,36.1,,,,0.931285789,0.975641813,61.80739873
CRZ,105000,12000,0.525,280,332.3,,0.07431,,,1.26,4472,60.82,598,,,,,33.8,,,,0.917542946,0.968122501,61.8132045
CRZ,130000,12000,0.506,270,320.7,,0.07223,,,2.17,4440,60.712,596,,,,,34.1,,,,0.917542946,0.964527752,61.81831681
CRZ,120000,10000,0.523,290,334.1,,0.06873,,,1.43,4861,61.302,606,,,,,35.5,,,,0.931285789,0.982232523,61.8539571
CRZ,160000,11000,0.479,260,304.5,,0.06629,,,3.38,4594,60.829,599,,,,,35.5,,,,0.924414368,0.966834079,61.8635306
CRZ,135000,14000,0.487,250,306.5,,0.07557,,,2.97,4056,60.205,587,,,,,33,,,,0.903800104,0.946670777,61.87754506
CRZ,145000,10000,0.506,280,322.8,,0.06662,,,2.29,4845,61.263,606,,,,,35.9,,,,0.931285789,0.978974326,61.91738537
CRZ,115000,13000,0.516,270,325.5,,0.07589,,,1.75,4289,60.655,593,,,,,33.4,,,,0.910671525,0.959165877,61.93266197
CRZ,120000,14000,0.506,260,318.4,,0.07773,,,2.16,4097,60.388,588,,,,,32.8,,,,0.903800104,0.950081177,61.95413381
CRZ,135000,13000,0.497,260,313.7,,0.07358,,,2.62,4263,60.587,592,,,,,33.8,,,,0.910671525,0.955660338,61.97658861
CRZ,105000,15000,0.516,260,323.3,,0.08185,,,1.71,3950,60.276,585,,,,,32,,,,0.896928683,0.944691212,62.01539106
CRZ,110000,16000,0.506,250,315.9,,0.0839,,,2.14,3765,59.988,580,,,,,31.5,,,,0.890057262,0.935634602,62.01707019
CRZ,110000,12000,0.525,280,332.3,,0.07387,,,1.39,4499,61.028,598,,,,,34.2,,,,0.917542946,0.968122501,62.02460118
CRZ,160000,12000,0.469,250,297.4,,0.06732,,,3.8,4418,60.728,596,,,,,35.1,,,,0.917542946,0.957907679,62.04790908
CRZ,130000,11000,0.515,280,327.5,,0.06996,,,1.9,4681,61.225,602,,,,,35.2,,,,0.924414368,0.973449928,62.0543149
CRZ,170000,11000,0.461,250,293,,0.0637,,,4.13,4600,60.93,600,,,,,36.1,,,,0.924414368,0.963705861,62.066739
CRZ,125000,10000,0.523,290,334.1,,0.06829,,,1.55,4892,61.521,607,,,,,35.9,,,,0.931285789,0.982232523,62.07492895
CRZ,150000,12000,0.488,260,309.1,,0.06943,,,3.07,4452,60.869,597,,,,,34.9,,,,0.917542946,0.961244416,62.08393735
CRZ,100000,11000,0.533,290,339,,0.07199,,,0.95,4709,61.376,603,,,,,34.9,,,,0.924414368,0.976937558,62.096222
CRZ,125000,15000,0.497,250,311.1,,0.07918,,,2.64,3930,60.257,584,,,,,32.5,,,,0.896928683,0.941238574,62.1094448
CRZ,150000,11000,0.497,270,316,,0.06773,,,2.73,4666,61.188,602,,,,,35.6,,,,0.924414368,0.970082101,62.12437209
CRZ,135000,12000,0.506,270,320.7,,0.07144,,,2.31,4489,61.03,598,,,,,34.7,,,,0.917542946,0.964527752,62.14211153
CRZ,175000,10000,0.47,260,300.1,,0.0622,,,3.84,4825,61.285,606,,,,,37,,,,0.931285789,0.972429995,62.1476938
CRZ,150000,13000,0.478,250,301.9,,0.07084,,,3.46,4261,60.65,593,,,,,34.4,,,,0.910671525,0.9522863,62.15084491
CRZ,100000,14000,0.525,270,330.4,,0.07956,,,1.34,4153,60.693,590,,,,,32.8,,,,0.903800104,0.953622085,62.151334
CRZ,165000,10000,0.488,270,311.4,,0.06407,,,3.15,4861,61.421,607,,,,,36.8,,,,0.931285789,0.975641813,62.18300143
CRZ,180000,10000,0.452,250,288.7,,0.06007,,,4.47,4806,61.241,605,,,,,37.4,,,,0.931285789,0.969338871,62.20201582
CRZ,150000,10000,0.506,280,322.8,,0.06594,,,2.42,4895,61.558,608,,,,,36.5,,,,0.931285789,0.978974326,62.21553643
CRZ,120000,13000,0.516,270,325.5,,0.07521,,,1.89,4328,60.936,595,,,,,33.9,,,,0.910671525,0.959165877,62.21958107
CRZ,115000,12000,0.525,280,332.3,,0.07337,,,1.52,4530,61.251,599,,,,,34.6,,,,0.917542946,0.968122501,62.25124283
CRZ,105000,11000,0.533,290,339,,0.07161,,,1.07,4733,61.542,604,,,,,35.3,,,,0.924414368,0.976937558,62.26416994
CRZ,165000,11000,0.479,260,304.5,,0.0653,,,3.53,4664,61.249,603,,,,,36.3,,,,0.924414368,0.966834079,62.29067363
CRZ,125000,14000,0.506,260,318.4,,0.07683,,,2.31,4145,60.724,591,,,,,33.4,,,,0.903800104,0.950081177,62.29884781
CRZ,130000,10000,0.523,290,334.1,,0.06777,,,1.67,4930,61.748,608,,,,,36.3,,,,0.931285789,0.982232523,62.30397284
CRZ,140000,14000,0.487,250,306.5,,0.07441,,,3.13,4118,60.626,590,,,,,33.7,,,,0.903800104,0.946670777,62.31024079
CRZ,110000,15000,0.516,260,323.3,,0.08107,,,1.86,3988,60.575,586,,,,,32.5,,,,0.896928683,0.944691212,62.32301933
CRZ,135000,11000,0.515,280,327.5,,0.06933,,,2.03,4724,61.491,604,,,,,35.7,,,,0.924414368,0.973449928,62.32391796
CRZ,140000,13000,0.497,260,313.7,,0.0726,,,2.77,4321,60.953,595,,,,,34.4,,,,0.910671525,0.955660338,62.35098298
CRZ,100000,17000,0.516,250,320.8,,0.08762,,,1.82,3661,60.138,577,,,,,31.1,,,,0.883185841,0.930216547,62.35294213
CRZ,105000,14000,0.525,270,330.4,,0.07897,,,1.47,4184,60.92,591,,,,,33.2,,,,0.903800104,0.953622085,62.38378836
CRZ,115000,16000,0.506,250,315.9,,0.08284,,,2.31,3813,60.345,582,,,,,32.1,,,,0.890057262,0.935634602,62.38614557
CRZ,110000,11000,0.533,290,339,,0.07118,,,1.19,4762,61.701,605,,,,,35.6,,,,0.924414368,0.976937558,62.42503574
CRZ,140000,12000,0.506,270,320.7,,0.07063,,,2.45,4541,61.34,601,,,,,35.3,,,,0.917542946,0.964527752,62.45776047
CRZ,155000,11000,0.497,270,316,,0.06687,,,2.87,4726,61.532,605,,,,,36.3,,,,0.924414368,0.970082101,62.47363639
CRZ,155000,12000,0.488,260,309.1,,0.06841,,,3.22,4518,61.267,600,,,,,35.6,,,,0.917542946,0.961244416,62.48988138
CRZ,120000,12000,0.525,280,332.3,,0.07271,,,1.65,4571,61.491,601,,,,,35.1,,,,0.917542946,0.968122501,62.49516208
CRZ,125000,13000,0.516,270,325.5,,0.07443,,,2.03,4373,61.219,597,,,,,34.4,,,,0.910671525,0.959165877,62.5085423
CRZ,155000,10000,0.506,280,322.8,,0.06522,,,2.55,4949,61.853,610,,,,,37.1,,,,0.931285789,0.978974326,62.5136875
CRZ,130000,15000,0.497,250,311.1,,0.07802,,,2.8,3988,60.65,588,,,,,33.2,,,,0.896928683,0.941238574,62.51452656
CRZ,100000,10000,0.541,300,345.4,,0.0692,,,0.79,4991,62.096,610,,,,,36.5,,,,0.931285789,0.98579972,62.54164214
CRZ,135000,10000,0.523,290,334.1,,0.06716,,,1.78,4974,61.99,610,,,,,36.8,,,,0.931285789,0.982232523,62.54815178
CRZ,170000,10000,0.488,270,311.4,,0.06319,,,3.29,4929,61.795,610,,,,,37.5,,,,0.931285789,0.975641813,62.56164135
CRZ,165000,12000,0.469,250,297.4,,0.06607,,,3.96,4501,61.238,600,,,,,36.1,,,,0.917542946,0.957907679,62.56899381
CRZ,140000,11000,0.515,280,327.5,,0.06862,,,2.16,4772,61.764,606,,,,,36.2,,,,0.924414368,0.973449928,62.60061585
CRZ,115000,11000,0.533,290,339,,0.07071,,,1.31,4794,61.878,606,,,,,35.9,,,,0.924414368,0.976937558,62.60411276
CRZ,100000,13000,0.534,280,337.3,,0.07645,,,1.13,4412,61.424,597,,,,,34.3,,,,0.910671525,0.962608215,62.60561886
CRZ,155000,13000,0.478,250,301.9,,0.06965,,,3.63,4334,61.104,596,,,,,35.2,,,,0.910671525,0.9522863,62.61607959
CRZ,115000,15000,0.516,260,323.3,,0.08014,,,2.01,4034,60.878,589,,,,,33.1,,,,0.896928683,0.944691212,62.63476303
CRZ,180000,10000,0.47,260,300.1,,0.06109,,,3.99,4912,61.768,610,,,,,37.9,,,,0.931285789,0.972429995,62.63749287
CRZ,130000,14000,0.506,260,318.4,,0.07586,,,2.46,4198,61.058,593,,,,,34,,,,0.903800104,0.950081177,62.64150994
CRZ,110000,14000,0.525,270,330.4,,0.07822,,,1.61,4224,61.172,593,,,,,33.7,,,,0.903800104,0.953622085,62.64184343
CRZ,175000,11000,0.461,250,293,,0.06238,,,4.3,4697,61.502,605,,,,,37.2,,,,0.924414368,0.963705861,62.64941051
CRZ,105000,10000,0.541,300,345.4,,0.06883,,,0.9,5017,62.238,612,,,,,36.8,,,,0.931285789,0.98579972,62.68466122
CRZ,105000,17000,0.516,250,320.8,,0.08656,,,1.98,3706,60.461,580,,,,,31.7,,,,0.883185841,0.930216547,62.68783854
CRZ,100000,16000,0.526,260,328.2,,0.08438,,,1.56,3890,60.787,585,,,,,32.3,,,,0.890057262,0.939308758,62.72006856
CRZ,170000,11000,0.479,260,304.5,,0.06426,,,3.68,4739,61.676,606,,,,,37.1,,,,0.924414368,0.966834079,62.7249357
CRZ,145000,13000,0.497,260,313.7,,0.07159,,,2.92,4382,61.326,598,,,,,35.1,,,,0.910671525,0.955660338,62.73253789
CRZ,145000,14000,0.487,250,306.5,,0.07321,,,3.29,4186,61.057,593,,,,,34.5,,,,0.903800104,0.946670777,62.75321433
CRZ,120000,16000,0.506,250,315.9,,0.08172,,,2.47,3866,60.705,585,,,,,32.7,,,,0.890057262,0.935634602,62.75832243
CRZ,125000,12000,0.525,280,332.3,,0.07201,,,1.77,4615,61.75,603,,,,,35.6,,,,0.917542946,0.968122501,62.75839161
CRZ,145000,12000,0.506,270,320.7,,0.06979,,,2.58,4596,61.663,603,,,,,35.9,,,,0.917542946,0.964527752,62.78664629
CRZ,105000,13000,0.534,280,337.3,,0.07594,,,1.26,4441,61.602,599,,,,,34.6,,,,0.910671525,0.962608215,62.78704306
CRZ,140000,10000,0.523,290,334.1,,0.06655,,,1.9,5020,62.236,612,,,,,37.3,,,,0.931285789,0.982232523,62.79636674
CRZ,185000,10000,0.452,250,288.7,,0.05877,,,4.63,4913,61.832,610,,,,,38.5,,,,0.931285789,0.969338871,62.80229001
CRZ,120000,11000,0.533,290,339,,0.0702,,,1.43,4829,62.074,608,,,,,36.3,,,,0.924414368,0.976937558,62.80241274
CRZ,130000,13000,0.516,270,325.5,,0.07362,,,2.17,4422,61.514,599,,,,,35,,,,0.910671525,0.959165877,62.8097563
CRZ,160000,10000,0.506,280,322.8,,0.06446,,,2.68,5007,62.168,613,,,,,37.7,,,,0.931285789,0.978974326,62.83205219
CRZ,160000,11000,0.497,270,316,,0.06599,,,3,4789,61.888,608,,,,,37,,,,0.924414368,0.970082101,62.83508433
CRZ,110000,10000,0.541,300,345.4,,0.06844,,,1.01,5047,62.393,613,,,,,37.1,,,,0.931285789,0.98579972,62.84077361
CRZ,145000,11000,0.515,280,327.5,,0.06788,,,2.29,4825,62.057,609,,,,,36.8,,,,0.924414368,0.973449928,62.89758464
CRZ,160000,12000,0.488,260,309.1,,0.06738,,,3.37,4587,61.675,604,,,,,36.4,,,,0.917542946,0.961244416,62.906025
CRZ,115000,14000,0.525,270,330.4,,0.07742,,,1.75,4267,61.448,595,,,,,34.2,,,,0.903800104,0.953622085,62.92447517
CRZ,135000,15000,0.497,250,311.1,,0.07684,,,2.96,4049,61.056,591,,,,,33.9,,,,0.896928683,0.941238574,62.93300798
